uuid,speaker,sentence,letter,emotion_en,suffix,path,paths
12b01Wa,12,b01,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b01Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b01Wa.wav
12b02Ad,12,b02,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Ad.wav
12b02Ea,12,b02,E,disgust,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Ea,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Ea.wav
12b02Fb,12,b02,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Fb.wav
12b02Na,12,b02,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Na.wav
12b02Wa,12,b02,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Wa.wav
12b02Wb,12,b02,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Wb.wav
12b02Wd,12,b02,W,angry,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Wd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b02Wd.wav
12b03La,12,b03,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b03La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b03La.wav
12b03Ta,12,b03,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b03Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b03Ta.wav
12b09Ac,12,b09,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b09Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b09Ac.wav
12b09Td,12,b09,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b09Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b09Td.wav
12b09Wc,12,b09,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b09Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b09Wc.wav
12b10Ac,12,b10,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b10Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b10Ac.wav
12b10Ld,12,b10,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b10Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b10Ld.wav
12b10Wa,12,b10,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b10Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b10Wa.wav
13a01Ac,13,a01,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Ac.wav
13a01Ea,13,a01,E,disgust,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Ea,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Ea.wav
13a01Ec,13,a01,E,disgust,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Ec,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Ec.wav
13a01Fd,13,a01,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Fd.wav
13a01Lb,13,a01,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Lb.wav
13a01Nb,13,a01,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Nb.wav
13a01Wb,13,a01,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a01Wb.wav
13a02Ad,13,a02,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Ad.wav
13a02Ec,13,a02,E,disgust,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Ec,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Ec.wav
13a02Fa,13,a02,F,happy,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Fa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Fa.wav
13a02Lc,13,a02,L,boring,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Lc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Lc.wav
13a02Nc,13,a02,N,neutral,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Nc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Nc.wav
13a02Ta,13,a02,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Ta.wav
13a02Wa,13,a02,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a02Wa.wav
13a04Ac,13,a04,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Ac.wav
13a04Fc,13,a04,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Fc.wav
13a04Lb,13,a04,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Lb.wav
13a04Ta,13,a04,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Ta.wav
13a04Wc,13,a04,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a04Wc.wav
13a05Aa,13,a05,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Aa.wav
13a05Ea,13,a05,E,disgust,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Ea,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Ea.wav
13a05Lc,13,a05,L,boring,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Lc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Lc.wav
13a05Nb,13,a05,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Nb.wav
13a05Tc,13,a05,T,sad,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Tc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Tc.wav
13a05Wa,13,a05,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Wa.wav
13a05Wc,13,a05,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a05Wc.wav
13a07Fd,13,a07,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Fd.wav
13a07Lb,13,a07,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Lb.wav
13a07Na,13,a07,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Na.wav
13a07Tc,13,a07,T,sad,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Tc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Tc.wav
13a07Wb,13,a07,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13a07Wb.wav
13b01Ab,13,b01,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Ab.wav
13b01Ec,13,b01,E,disgust,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Ec,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Ec.wav
13b01Fc,13,b01,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Fc.wav
13b01Ld,13,b01,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Ld.wav
13b01Nc,13,b01,N,neutral,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Nc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Nc.wav
13b01Wa,13,b01,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b01Wa.wav
13b02Fb,13,b02,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Fb.wav
13b02Lc,13,b02,L,boring,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Lc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Lc.wav
13b02Nb,13,b02,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Nb.wav
13b02Wa,13,b02,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b02Wa.wav
13b03Ac,13,b03,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Ac.wav
13b03Ed,13,b03,E,disgust,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Ed,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Ed.wav
13b03Fd,13,b03,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Fd.wav
13b03Lb,13,b03,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Lb.wav
13b03Na,13,b03,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Na.wav
13b03Td,13,b03,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Td.wav
13b03Wc,13,b03,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b03Wc.wav
13b09Ab,13,b09,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Ab.wav
13b09Ec,13,b09,E,disgust,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Ec,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Ec.wav
13b09Fb,13,b09,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Fb.wav
13b09Fc,13,b09,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Fc.wav
13b09La,13,b09,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09La.wav
13b09Na,13,b09,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Na.wav
13b09Wa,13,b09,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b09Wa.wav
13b10Ec,13,b10,E,disgust,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Ec,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Ec.wav
13b10Fa,13,b10,F,happy,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Fa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Fa.wav
13b10La,13,b10,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10La.wav
13b10Nc,13,b10,N,neutral,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Nc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Nc.wav
13b10Wa,13,b10,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Wa.wav
13b10Wc,13,b10,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\13b10Wc.wav
14a01Aa,14,a01,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Aa.wav
14a01Ac,14,a01,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Ac.wav
14a01Ea,14,a01,E,disgust,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Ea,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Ea.wav
14a01Na,14,a01,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Na.wav
14a01Wa,14,a01,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Wa.wav
14a01Wc,14,a01,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a01Wc.wav
14a02Ab,14,a02,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Ab.wav
14a02Ea,14,a02,E,disgust,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Ea,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Ea.wav
14a02Fd,14,a02,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Fd.wav
14a02La,14,a02,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02La.wav
14a02Nc,14,a02,N,neutral,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Nc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Nc.wav
14a02Tb,14,a02,T,sad,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Tb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Tb.wav
14a02Wa,14,a02,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Wa.wav
14a02Wc,14,a02,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a02Wc.wav
14a04Aa,14,a04,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Aa.wav
14a04Ed,14,a04,E,disgust,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Ed,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Ed.wav
14a04Lb,14,a04,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Lb.wav
14a04Tb,14,a04,T,sad,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Tb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Tb.wav
14a04Tc,14,a04,T,sad,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Tc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Tc.wav
14a04Wb,14,a04,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Wb.wav
14a04Wc,14,a04,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a04Wc.wav
14a05Aa,14,a05,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Aa.wav
14a05Ac,14,a05,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Ac.wav
14a05Fa,14,a05,F,happy,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Fa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Fa.wav
14a05Fb,14,a05,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Fb.wav
14a05Lb,14,a05,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Lb.wav
14a05Na,14,a05,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Na.wav
14a05Ta,14,a05,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Ta.wav
14a05Tc,14,a05,T,sad,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Tc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Tc.wav
14a05Wa,14,a05,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Wa.wav
14a05Wb,14,a05,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a05Wb.wav
14a07Aa,14,a07,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Aa.wav
14a07Eb,14,a07,E,disgust,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Eb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Eb.wav
14a07Fd,14,a07,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Fd.wav
14a07Lc,14,a07,L,boring,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Lc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Lc.wav
14a07Ld,14,a07,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Ld.wav
14a07Na,14,a07,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Na.wav
14a07Tc,14,a07,T,sad,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Tc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Tc.wav
14a07Wc,14,a07,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14a07Wc.wav
14b01Ac,14,b01,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Ac.wav
14b01Eb,14,b01,E,disgust,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Eb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Eb.wav
14b01Fa,14,b01,F,happy,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Fa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Fa.wav
14b01Fc,14,b01,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Fc.wav
14b01Na,14,b01,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Na.wav
14b01Wc,14,b01,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b01Wc.wav
14b02Aa,14,b02,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Aa.wav
14b02Fb,14,b02,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Fb.wav
14b02Na,14,b02,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Na.wav
14b02Tc,14,b02,T,sad,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Tc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Tc.wav
14b02Wb,14,b02,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Wb.wav
14b02Wd,14,b02,W,angry,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Wd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b02Wd.wav
14b03Ad,14,b03,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b03Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b03Ad.wav
14b03Ed,14,b03,E,disgust,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b03Ed,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b03Ed.wav
14b03Lb,14,b03,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b03Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\14b03Lb.wav
